Period,Date,Income,Outflows,Begin Total Savings,Amount To Save,End Total Savings,Savings Value Change,Savings Return,Begin Investment Portfolio,Investment Return,Amount To Invest,End Investment Portfolio,Portfolio Value Change,Investment Return Rate,Cumulative Returns,Drawdown,Begin Total Assets,End Total Assets,Total Assets Value Change,Total Assets Return Rate
1,03/01/2024,4800.0,2200.0,,2600.0,11037.52,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,11037.52,,
2,03/31/2024,4800.0,2200.0,11037.52,2600.0,13675.95,2638.43,0.24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11037.52,13675.95,2638.43,0.24
3,04/30/2024,4800.0,2200.0,13675.95,2600.0,16325.33,2649.37,0.19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,13675.95,16325.33,2649.37,0.19
4,05/30/2024,4800.0,2200.0,16325.33,2600.0,18985.69,2660.37,0.16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,16325.33,18985.69,2660.37,0.16
5,06/29/2024,6000.0,2200.0,18985.69,3800.0,21656.33,2670.63,0.14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,18985.69,21656.33,2670.63,0.14
6,07/29/2024,6000.0,2200.0,21656.33,3800.0,25536.53,3880.2,0.18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,21656.33,25536.53,3880.2,0.18
7,08/28/2024,6000.0,2200.0,25536.53,3800.0,29426.33,3889.8,0.15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,25536.53,29426.33,3889.8,0.15
8,09/27/2024,6000.0,2200.0,29426.33,3800.0,33325.75,3899.42,0.13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,29426.33,33325.75,3899.42,0.13
9,10/27/2024,6000.0,2200.0,33325.75,3800.0,37234.67,3908.92,0.12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,33325.75,37234.67,3908.92,0.12
10,11/26/2024,6000.0,2200.0,37234.67,3800.0,41153.11,3918.45,0.11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,37234.67,41153.11,3918.45,0.11
11,12/26/2024,6000.0,2200.0,41153.11,3800.0,45081.11,3927.99,0.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,41153.11,45081.11,3927.99,0.1
12,01/25/2025,6000.0,2200.0,45081.11,3800.0,49018.68,3937.57,0.09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,45081.11,49018.68,3937.57,0.09
13,02/24/2025,6000.0,2200.0,49018.68,3800.0,52965.84,3947.16,0.08,0.0,0.0,146.59,146.59,146.59,inf,0.0,0.0,49018.68,53112.43,4093.75,0.08
14,03/26/2025,6000.0,2233.0,52965.84,3767.0,56775.67,3809.83,0.07,146.59,9.73,3767.0,3923.32,3776.73,25.76,9.73,0.0,53112.43,60698.99,7586.56,0.14
15,04/25/2025,6000.0,2233.0,56775.67,3767.0,56932.08,156.42,0.0,3923.32,-29.63,3767.0,7660.69,3737.37,0.95,-19.9,-3.04,60698.99,64592.77,3893.79,0.06
16,05/25/2025,6000.0,2233.0,56932.08,3767.0,57088.5,156.42,0.0,7660.69,73.17,3767.0,11500.86,3840.17,0.5,53.27,4.47,64592.77,68589.36,3996.58,0.06
17,06/24/2025,6000.0,2233.0,57088.5,3767.0,57244.92,156.42,0.0,11500.86,257.62,3767.0,15525.47,4024.62,0.35,310.88,4.84,68589.36,72770.39,4181.03,0.06
18,07/24/2025,6000.0,2233.0,57244.92,3767.0,57401.33,156.42,0.0,15525.47,-289.21,3767.0,19003.26,3477.79,0.22,21.68,-0.93,72770.39,76404.6,3634.21,0.05
19,08/23/2025,6000.0,2233.0,57401.33,3767.0,57557.75,156.42,0.0,19003.26,161.46,3767.0,22931.72,3928.46,0.21,183.13,-0.41,76404.6,80489.47,4084.87,0.05
20,09/22/2025,6000.0,2233.0,57557.75,3767.0,57714.17,156.42,0.0,22931.72,192.51,3767.0,26891.23,3959.51,0.17,375.64,0.21,80489.47,84605.39,4115.92,0.05
21,10/22/2025,6000.0,2233.0,57714.17,3767.0,57870.58,156.42,0.0,26891.23,-1391.54,3767.0,29266.69,2375.46,0.09,-1015.9,-3.7,84605.39,87137.27,2531.88,0.03
22,11/21/2025,6000.0,2233.0,57870.58,3767.0,58027.0,156.42,0.0,29266.69,1267.91,3767.0,34301.59,5034.91,0.17,252.01,-0.33,87137.27,92328.59,5191.32,0.06
23,12/21/2025,6000.0,2233.0,58027.0,3767.0,58183.42,156.42,0.0,34301.59,995.34,3767.0,39063.94,4762.34,0.14,1247.35,2.32,92328.59,97247.35,4918.76,0.05
24,01/20/2026,6000.0,2233.0,58183.42,3767.0,58339.83,156.42,0.0,39063.94,-508.67,3767.0,42322.26,3258.33,0.08,738.67,-0.41,97247.35,100662.1,3414.74,0.04
25,02/19/2026,6000.0,2233.0,58339.83,3767.0,58496.25,156.42,0.0,42322.26,107.61,3767.0,46196.87,3874.61,0.09,846.29,-0.32,100662.1,104693.12,4031.03,0.04
26,03/21/2026,4800.0,2266.49,58496.25,2533.51,58652.67,156.42,0.0,46196.87,1189.7,2533.51,49920.08,3723.21,0.08,2035.99,0.63,104693.12,108572.75,3879.62,0.04
27,04/20/2026,4800.0,2266.49,58652.67,2533.51,58809.08,156.42,0.0,49920.08,-26.81,2533.51,52426.78,2506.7,0.05,2009.18,-0.01,108572.75,111235.86,2663.12,0.02
28,05/20/2026,4800.0,2266.49,58809.08,2533.51,58965.5,156.42,0.0,52426.78,5.3,2533.51,54965.59,2538.81,0.05,2014.48,-0.01,111235.86,113931.09,2695.22,0.02
29,06/19/2026,4800.0,2266.49,58965.5,2533.51,59121.92,156.42,0.0,54965.59,-2276.05,2533.51,55223.04,257.46,0.0,-261.56,-1.13,113931.09,114344.96,413.87,0.0
30,07/19/2026,4800.0,2266.49,59121.92,2533.51,59278.33,156.42,0.0,55223.04,1515.47,2533.51,59272.02,4048.98,0.07,1253.91,-0.38,114344.96,118550.36,4205.4,0.04
31,08/18/2026,4800.0,2266.49,59278.33,2533.51,59434.75,156.42,0.0,59272.02,751.18,2533.51,62556.71,3284.68,0.06,2005.09,-0.02,118550.36,121991.46,3441.1,0.03
32,09/17/2026,4800.0,2266.49,59434.75,2533.51,59591.17,156.42,0.0,62556.71,1115.83,2533.51,66206.04,3649.33,0.06,3120.92,0.53,121991.46,125797.21,3805.75,0.03
33,10/17/2026,4800.0,2266.49,59591.17,2533.51,59747.58,156.42,0.0,66206.04,-2907.87,2533.51,65831.67,-374.37,-0.01,213.04,-0.93,125797.21,125579.25,-217.95,-0.0
34,11/16/2026,4800.0,2266.49,59747.58,2533.51,59904.0,156.42,0.0,65831.67,4281.06,2533.51,72646.24,6814.57,0.1,4494.11,0.44,125579.25,132550.24,6970.99,0.06
35,12/16/2026,4800.0,2266.49,59904.0,2533.51,60060.42,156.42,0.0,72646.24,996.54,2533.51,76176.29,3530.05,0.05,5490.65,0.22,132550.24,136236.71,3686.47,0.03
36,01/15/2027,4800.0,2266.49,60060.42,2533.51,60216.83,156.42,0.0,76176.29,-369.48,2533.51,78340.32,2164.03,0.03,5121.17,-0.07,136236.71,138557.15,2320.44,0.02
37,02/14/2027,4800.0,2266.49,60216.83,2533.51,60373.25,156.42,0.0,78340.32,6110.97,2533.51,86984.79,8644.48,0.11,11232.15,1.05,138557.15,147358.04,8800.89,0.06
38,03/16/2027,2100.0,1225.99,60373.25,874.01,60529.67,156.42,0.0,86984.79,597.5,874.01,88456.31,1471.51,0.02,11829.65,0.05,147358.04,148985.97,1627.93,0.01
39,04/15/2027,2100.0,1225.99,60529.67,874.01,60686.08,156.42,0.0,88456.31,-3655.08,874.01,85675.24,-2781.07,-0.03,8174.57,-0.31,148985.97,146361.32,-2624.65,-0.02
40,05/15/2027,2100.0,1225.99,60686.08,874.01,60842.5,156.42,0.0,85675.24,-468.69,874.01,86080.56,405.32,0.0,7705.88,-0.35,146361.32,146923.06,561.74,0.0
41,06/14/2027,2100.0,1225.99,60842.5,874.01,60998.92,156.42,0.0,86080.56,-6029.48,874.01,80925.1,-5155.47,-0.06,1676.4,-0.86,146923.06,141924.01,-4999.05,-0.03
42,07/14/2027,2100.0,1225.99,60998.92,874.01,61155.33,156.42,0.0,80925.1,3593.95,874.01,85393.06,4467.96,0.06,5270.35,-0.55,141924.01,146548.39,4624.38,0.03
43,08/13/2027,2100.0,1225.99,61155.33,874.01,61311.75,156.42,0.0,85393.06,-500.08,874.01,85766.99,373.93,0.0,4770.27,-0.6,146548.39,147078.74,530.35,0.0
44,09/12/2027,2100.0,1225.99,61311.75,874.01,61468.17,156.42,0.0,85766.99,-1461.3,874.01,85179.71,-587.28,-0.01,3308.97,-0.72,147078.74,146647.88,-430.87,-0.0
45,10/12/2027,2100.0,1225.99,61468.17,874.01,61624.58,156.42,0.0,85179.71,3850.3,874.01,89904.02,4724.31,0.06,7159.27,-0.39,146647.88,151528.6,4880.73,0.03
46,11/11/2027,2100.0,1225.99,61624.58,874.01,61781.0,156.42,0.0,89904.02,-4332.71,874.01,86445.32,-3458.7,-0.04,2826.56,-0.76,151528.6,148226.32,-3302.28,-0.02
